"Value"
829138858.667
1208438920.533
841512601.6
1605478092.8
1249105578.667
982145604.267
835707101.867
988958139.733
674241757.867
685262557.867
574067302.4
606671598.933
564245691.733
1461277525.333
779101269.333
637978333.867
367691588.267
933354205.867
663076232.533
373687728.877
563767227.733
671773286.4
805330090.667
594815283.2
653167650.133
859879824.592
946660727.467
565873773.985
778487555.378
554262613.333
618017041.067
671932552.533
585920989.867
586201651.2
513202568.533
824866611.2
838747682.133
898085222.4
707248281.6
911013858.915
623168358.4
675001156.267
618096281.6
749574161.067
736938103.467
552803584
733140104.533
731876113.067
755196262.4
836450986.667
683558604.8
585494903.467
550374826.667
999507507.2
882814037.333
659676006.4
675528209.067
794582835.2
528956928
946745941.333
702046907.733
736419721.922
753708014.933
790469256.533
649956334.933
970127803.733
825983556.267
1054800776.533
798802670.933
1084853213.867
615359095.467
635560931.324
866387712
869535897.6
848795238.4
415210803.2
440251392
698515780.267
505415202.133
1150096554.667
827304277.333
1011176960
768219904
812382190.933
519502933.333
713670126.933
602966801.067
749391996.8
854479991.467
979304328.533
915404339.2
979442909.867
1020758818.133
1068369783.467
881770359.467
710181205.333
836622387.2
834657348.267
608505019.733
565701102.933
910589696
835514555.733
564606515.2
1067429068.8
612619997.867
743008085.333
686632533.333
728368998.4
1057254877.867
1132337100.8
1048066969.6
1160213981.867
760193245.867
1127568418.133
926082713.6
1095281817.6
595328110.97
962403822.933
925005943.467
931391658.667
947735398.4
1795947246.933
1478133094.4
1368850551.467
926991104
1439633015.467
1077320072.533
1369485004.8
930681992.533
1263653410.133
1265242487.467
1307484962.133
911678685.867
1321399364.267
819655048.533
971622946.133
777057911.467
1274693614.933
1214810014.665
1237133363.2
1036222907.733
1411636787.2
946058103.467
1258013296.165
831218227.2
1041008776.533
1006338133.333
1083661806.933
1113503778.133
1311553996.8
1294454579.2
2771715942.4
1179925350.4
939776324.267
5664171315.2
1032225024
931105331.2
2827135214.933
1128053538.133
903993292.8
1013859549.867
1081073100.8
1248529783.467
1673237981.867
831144584.533
1073052177.067
1107708177.067
1042741350.4
1807384712.533
1088576955.733
1701476846.933
1700342579.2
1849181764.267
1501168025.6
1031360512
1156240332.8
936739849.56
1064184524.8
999266747.733
751503297.852
1081296196.267
1122913041.067
1033958007.467
1408801314.133
1251500919.467
1193739110.4
1234629008.399
979798698.667
1736929245.867
1040341060.267
1170534963.2
1343885962.239
917797683.2
940863351.467
818300552.533
1020340480
1221793553.067
1054835694.933
1023533729.521
812840294.4
1057215965.867
1166264524.8
735622741.333
1313066956.8
723860684.8
794472738.133
968609536
1197846988.8
768419054.933
2451040512
724378402.133
720590967.467
1324119091.2
1579843413.333
1747485713.067
2228130372.267
2212640512
1371795046.4
1287886848
793153996.8
883892940.8
760324264.961
841777766.4
1140984012.8
1488071936
926223701.333
1097342839.467
1025266534.4
1000403080.533
901746551.467
1404786397.867
986033817.6
1526530082.133
972167475.2
959670374.4
1279520699.733
1028504866.133
855539541.333
904628804.267
1132453427.2
651407411.2
727270621.867
675913233.067
1224104618.667
1687162914.133
543927910.4
518135722.667
907049216
991363413.333
1024329284.267
1064776448
751614805.333
1201454540.8
1089541358.933
590437939.2
604800972.8
667149128.643
711296716.8
998790638.933
633191936
793660160
713329339.733
786977723.733
775233894.4
810104166.4
816975052.8
745884245.333
829184529.067
1002007091.2
570155741.867
1206987980.8
644609536
546407987.2
1033104964.267
977079654.4
839986244.267
704624452.267
687222152.533
593892864
505768704
785329988.267
935996603.733
821819750.4
1007205956.267
712143360
539616987.799
558320657.067
592275950.933
504730624
631123387.733
454720716.8
536949145.6
645713243.568
348833757.867
485005516.8
786714231.467
349962103.467
440746683.733
390784187.733
403608046.933
422076910.933
458848802.133
514437188.267
453765307.733
318228942.196
355731609.6
402476373.333
385557196.8
419762938.863
531426201.6
425851204.267
450411434.667
565358131.2
341866137.6
395426269.867
472719684.267
412292266.667
357194734.933
545884381.867
249507515.733
317462545.067
271475200
465700590.933
508412996.267
587110092.8
319801838.933
486018721.952
218493166.933
354743688.533
191416337.067
287872153.6
296989900.8
274312106.667
310602291.2
464028501.333
470795485.867
345781111.467
196325154.133
321250065.067
331285162.667
702139972.267
511659315.2
254993971.2
261081446.4
266658474.667
340973056
182845166.933
361534583.467
448718933.333
181678080
462155281.067
710676155.733
261128960
217917405.867
206244249.6
418086912
116276753.067
287545190.4
350752819.2
242259780.267
323805849.6
177728068.267
314853853.867
214726621.867
171015867.733
185693542.4
294084761.6
232786141.867
159976960
106022946.133
425447748.267
158352674.133
166264558.933
447800883.2
270963882.667
289395882.667
408822766.933
357584093.867
108963822.933
344154333.867
249840435.2
207094323.2
274224503.467
609464797.867
161803212.8
244517324.8
528599466.667
238362811.733
281804151.467
107206826.667
172532821.333
144225024
128862395.733
105469030.4
296494799.92
138962995.2
276838877.867
273839564.8
147125521.067
257830707.2
213851835.733
143275605.333
215347933.867
95442892.8
216514457.6
135560942.933
116029269.333
113322035.2
81879671.467
157518830.933
77089194.667
85846050.133
201725491.2
124835310.933
100484334.933
134557303.467
206171562.667
97761706.667
86711466.667
151952759.467
110759628.8
71439257.6
234901879.467
86839398.4
155056708.267
169915852.8
111118336
157975227.733
121079381.333
161192584.533
268286259.2
92965939.2
82002363.733
156631603.2
128746632.533
200323908.267
244851234.133
124162816
111414340.267
140081288.533
72222429.867
76797303.467
154874402.133
96111650.133
157040930.133
119702169.6
307708945.067
362296627.2
169157795.695
111979656.533
155919513.6
111189760
122538496
121955328
135802146.133
217883238.4
161343078.4
182252902.4
358173457.067
140017305.6
149527193.6
229249365.333
391782553.6
159524010.667
201647820.8
277025194.667
150715170.133
226348970.667
283125828.267
345454165.333
228068761.6
649016712.533
389406771.2
291596629.333
380714154.667
258612514.133
315122312.533
261717742.933
242105907.2
327171362.133
361241770.667
519916731.733
222016136.533
397220352
218842146.133
320075776
541798417.067
375532151.467
335027729.067
359051127.467
312454126.933
303896388.267
265394483.2
979922978.133
500797474.133
684796433.067
853153297.067
397616844.8
321487155.2
310133623.467
439402342.4
398800281.6
545646933.333
604691677.867
502342092.8
416167031.467
543093248
501816388.267
341738649.6
486344277.333
558773111.467
309183539.2
634441745.067
567937894.4
466934050.133
